40:0	0:1	54:2	55:2	67:2	69:8	74:7	76:2	84:2	89:2	90:3	100:2	59:3;0:0.2924896068878182	1:0.7075103931121819;40:world	0:40	54:0	55:0	67:0	69:0	74:0	76:0	84:0	89:0	90:0	100:0	59:55
2:0	16:13	30:1	33:1	0:14	51:17	56:16	60:15	63:15	67:16	69:16	74:28	76:18	77:31	88:15	65:16	71:20	84:16	90:17	68:17	100:25	91:33;0:5.247817176762145e-44	1:1.0;2:world	16:2	30:2	33:2	0:16	51:0	56:0	60:0	63:0	67:0	69:60	74:0	76:0	77:0	88:0	65:60	71:60	84:60	90:60	68:65	100:65	91:71
13:0;0:2.7833060253909028e-104	1:1.0;13:world
25:0	0:3	56:4	60:7	67:10	69:10	76:4	84:4	88:4	97:9	83:21	90:26;0:4.454758031543443e-21	1:1.0;25:world	0:25	56:0	60:0	67:0	69:60	76:0	84:0	88:0	97:0	83:56	90:60
26:0	0:1	52:15	53:7	57:3	58:2	61:2	62:2	66:2	72:5	75:6	80:3	85:2	87:5	89:11	92:2	93:12	94:4	96:2	98:3	64:14	95:8	55:21	78:19;0:1.0	1:3.726771029527742e-95;26:world	0:26	52:0	53:0	57:0	58:0	61:0	62:0	66:0	72:0	75:0	80:0	85:0	87:0	89:0	92:0	93:0	94:0	96:0	98:0	64:58	95:53	55:52	78:52
33:0;0:0.001505488260793851	1:0.9984945117392062;33:world
90:0;0:0.0652991355691188	1:0.9347008644308812;90:world
86:0;0:9.330902169777807e-76	1:1.0;86:world
1:0	21:11	25:26	34:3	45:16	0:6	54:11	56:13	60:9	67:7	69:9	74:23	76:7	88:7	99:12	100:8	71:10	84:10	90:20	91:15	83:30;0:4.4698131998482034e-44	1:1.0;1:world	21:1	25:1	34:1	45:1	0:34	54:0	56:0	60:0	67:0	69:0	74:0	76:0	88:0	99:0	100:0	71:60	84:60	90:60	91:71	83:56
12:0;0:0.9999999999903011	1:9.698942637339954e-12;12:world
86:0;0:8.024771453267149e-116	1:1.0;86:world
52:0	53:2	55:6	57:1	61:3	78:1	80:1	95:7;0:1.0	1:2.734219149648697e-84;52:world	53:52	55:52	57:52	61:52	78:52	80:52	95:53
60:0	71:16	84:3;0:1.8777411589589974e-17	1:1.0;60:world	71:60	84:60
89:0;0:1.0	1:9.508222991999776e-26;89:world
44:0	0:1	53:4	55:2	57:4	58:11	61:6	62:2	66:2	70:10	78:2	80:2	89:3	92:4	93:9	94:14	96:6	98:2;0:0.9999999999999999	1:5.354559654072618e-116;44:world	0:44	53:0	55:0	57:0	58:0	61:0	62:0	66:0	70:0	78:0	80:0	89:0	92:0	93:0	94:0	96:0	98:0
97:0;0:1.9785195157804378e-79	1:1.0;97:world
6:0;0:1.0	1:2.3295130935524072e-35;6:world
43:0	0:2	53:3	55:4	57:3	58:4	61:3	62:11	64:5	75:5	78:5	80:6	85:4	89:7	92:11	93:10	94:6	95:3	96:11	98:5	70:4	87:6;0:1.0	1:2.7827314311764736e-111;43:world	0:43	53:0	55:0	57:0	58:0	61:0	62:0	64:0	75:0	78:0	80:0	85:0	89:0	92:0	93:0	94:0	95:0	96:0	98:0	70:53	87:75
65:0	68:1	100:26	88:3;0:0.00030252893412317783	1:0.9996974710658768;65:world	68:65	100:65	88:68
85:0	98:8;0:1.0	1:2.1715388142759726e-46;85:world	98:85
31:0	0:1	53:17	57:3	58:7	62:2	64:2	66:5	75:3	80:2	85:4	89:4	92:4	94:5	96:2	98:2	87:4	70:22;0:1.0	1:3.823681903624046e-77;31:world	0:31	53:0	57:0	58:0	62:0	64:0	66:0	75:0	80:0	85:0	89:0	92:0	94:0	96:0	98:0	87:75	70:53
30:0	0:7	56:11	60:8	67:13	69:11	74:16	76:8	88:8	99:11	65:9	84:9	91:9	68:10	100:19	83:22;0:5.925082770023441e-58	1:1.0;30:world	0:30	56:0	60:0	67:0	69:0	74:0	76:0	88:0	99:0	65:60	84:60	91:60	68:65	100:65	83:56
32:0;0:9.789148215771431e-39	1:1.0;32:world
7:0;0:0.9999999999999923	1:7.709034712920132e-15;7:world
98:0;0:1.0	1:6.100190961640968e-47;98:world
9:0	0:3	53:4	55:4	57:4	58:9	61:5	64:9	66:5	70:12	75:4	80:4	85:9	89:4	92:4	94:9	95:4	96:4	98:4	87:5;0:1.0	1:2.2420591868846235e-55;9:world	0:9	53:0	55:0	57:0	58:0	61:0	64:0	66:0	70:0	75:0	80:0	85:0	89:0	92:0	94:0	95:0	96:0	98:0	87:75
0:0	54:32	56:13	65:13	67:8	68:1	69:1	76:1	88:1	97:4	83:14	100:14;0:3.9413992100989086e-17	1:1.0;0:world	54:0	56:0	65:0	67:0	68:0	69:0	76:0	88:0	97:0	83:56	100:65
72:0;0:1.0	1:8.94032542227447e-61;72:world
1:0	15:3	21:10	50:4	0:15	51:22	56:19	67:31	68:21	69:23	76:21	88:16	90:16	97:16	99:25	100:17	83:25	60:36	71:23	74:35	91:34;0:0.00209910613195604	1:0.9979008938680439;1:world	15:1	21:1	50:15	0:21	51:0	56:0	67:0	68:0	69:51	76:0	88:0	90:0	97:0	99:0	100:0	83:56	60:51	71:51	74:51	91:71
52:0	53:7	55:2	78:4	70:23	95:8;0:1.0	1:4.7680764668612955e-55;52:world	53:52	55:52	78:52	70:53	95:53
68:0;0:8.277402862454855e-26	1:1.0;68:world
5:0	0:1	9:1	53:16	55:3	57:2	58:3	61:2	62:10	72:20	78:2	80:2	85:2	87:17	89:2	92:8	93:7	94:11	96:3	98:2	64:6	95:25;0:0.9971287166599238	1:0.00287128334007627;5:world	0:5	9:5	53:0	55:0	57:0	58:0	61:0	62:0	72:0	78:0	80:0	85:0	87:0	89:0	92:0	93:0	94:0	96:0	98:0	64:58	95:53
27:0;0:0.9999999999963903	1:3.609838252854898e-12;27:world
47:0	0:6	53:15	57:7	58:8	61:7	62:13	64:7	66:7	70:15	75:10	78:7	80:7	85:9	89:11	92:7	93:10	94:7	96:7	98:8	95:23;0:0.9999999238420418	1:7.615795819097356e-08;47:world	0:47	53:0	57:0	58:0	61:0	62:0	64:0	66:0	70:0	75:0	78:0	80:0	85:0	89:0	92:0	93:0	94:0	96:0	98:0	95:53
36:0;0:0.047631177772620534	1:0.9523688222273794;36:world
40:0	0:1	51:13	56:12	59:17	60:7	63:7	67:8	74:5	76:2	88:2	90:8	99:13	65:8	84:14	68:10	89:9	100:11	83:13	69:19;0:1.4944016531097923e-102	1:0.9999999999999999;40:world	0:40	51:0	56:0	59:0	60:0	63:0	67:0	74:0	76:0	88:0	90:60	99:0	65:60	84:60	68:65	89:65	100:65	83:56	69:51
95:0;0:0.9999999999995971	1:4.0298504403817445e-13;95:world
60:0	65:1	71:7	84:3	91:6	68:2	100:5;0:4.92466440224867e-107	1:1.0;60:world	65:60	71:60	84:60	91:60	68:65	100:65
33:0;0:2.431810371206725e-28	1:1.0;33:world
53:0	95:1;0:0.9999999975462831	1:2.4537169707898558e-09;53:world	95:53
96:0;0:0.968094754405345	1:0.03190524559465504;96:world
15:0	39:1	0:9	51:10	54:17	56:12	60:10	65:11	67:11	68:12	69:10	74:20	88:10	90:12	76:12	71:16	84:30	91:11	100:24	63:19;0:2.0829729602393173e-42	1:1.0;15:world	39:15	0:39	51:0	54:0	56:0	60:0	65:0	67:0	68:65	69:0	74:0	88:0	90:0	76:51	71:60	84:60	91:60	100:65	63:54
37:0	0:5	52:10	55:6	57:9	58:14	61:6	62:23	64:9	70:21	75:6	85:6	87:7	89:10	93:11	95:6	96:6	98:6	53:11	78:17	80:14;0:0.9999999999999999	1:9.367152398481916e-23;37:world	0:37	52:0	55:0	57:0	58:0	61:0	62:0	64:0	70:53	75:0	85:0	87:75	89:0	93:0	95:0	96:0	98:0	53:52	78:52	80:52
69:0;0:3.2053107379561733e-49	1:1.0;69:world
54:0;0:2.2512336873521743e-07	1:0.9999997748766313;54:world
31:0	0:8	53:17	55:9	61:9	62:16	66:12	70:16	72:9	75:10	85:10	89:11	92:11	93:11	94:25	96:9	98:13	87:11	95:18;0:1.0	1:3.775965839952452e-21;31:world	0:31	53:0	55:0	61:0	62:0	66:0	70:0	72:0	75:0	85:0	89:0	92:0	93:0	94:0	96:0	98:0	87:75	95:53
4:0	0:1	5:2	7:38	9:5	12:1	20:1	53:5	58:6	62:4	66:2	73:2	80:2	82:2	85:10	92:4	93:18	94:2	96:6	98:2	70:9	95:7	64:8;0:0.9997539110458076	1:0.0002460889541925133;4:world	0:4	5:4	7:4	9:4	12:4	20:4	53:0	58:0	62:0	66:0	73:0	80:0	82:0	85:0	92:0	93:0	94:0	96:0	98:0	70:53	95:53	64:58
76:0;0:4.389613053101614e-23	1:1.0;76:world
16:0;0:1.3865162165228947e-52	1:1.0;16:world
92:0;0:0.8424151652104681	1:0.15758483478953186;92:world
65:0	68:1	100:11	88:9;0:5.0052444079716785e-21	1:1.0;65:world	68:65	100:65	88:68
0:0	55:7	61:1	62:1	64:1	66:1	82:1	85:4	87:6	89:5	93:1	94:4	95:1	96:2	98:9;0:0.9999996344279211	1:3.6557207881118395e-07;0:world	55:0	61:0	62:0	64:0	66:0	82:0	85:0	87:0	89:0	93:0	94:0	95:0	96:0	98:0
9:0;0:1.0	1:5.129836378698672e-75;9:world
89:0;0:1.5169215717813786e-38	1:0.9999999999999999;89:world
26:0	0:4	53:16	57:7	58:9	61:5	62:8	66:7	78:8	82:5	85:18	89:8	92:5	93:7	94:22	95:5	96:6	98:5	70:23;0:1.0	1:8.282233871271698e-26;26:world	0:26	53:0	57:0	58:0	61:0	62:0	66:0	78:0	82:0	85:0	89:0	92:0	93:0	94:0	95:0	96:0	98:0	70:53
18:0	0:1	51:5	54:10	56:3	60:2	67:9	68:2	69:6	76:2	84:2	88:2	90:16	74:5	83:8	65:6	71:6	100:8	91:7;0:1.569434067695858e-22	1:1.0;18:world	0:18	51:0	54:0	56:0	60:0	67:0	68:0	69:51	76:0	84:0	88:0	90:60	74:68	83:56	65:51	71:51	100:65	91:71
84:0;0:4.710934804973568e-64	1:1.0;84:world
18:0;0:5.624286488906022e-59	1:0.9999999999999999;18:world
16:0	0:11	56:12	59:14	63:12	69:14	74:12	76:13	84:12	88:12	97:13	99:13;0:1.4028962081088092e-29	1:0.9999999999999999;16:world	0:16	56:0	59:0	63:0	69:0	74:0	76:0	84:0	88:0	97:0	99:0
27:0	0:1	28:1	53:6	55:5	57:2	61:4	62:2	64:2	70:7	80:2	82:2	85:2	92:2	93:3	95:2	96:2	98:2;0:1.0	1:1.400212557080323e-167;27:world	0:27	28:27	53:0	55:0	57:0	61:0	62:0	64:0	70:0	80:0	82:0	85:0	92:0	93:0	95:0	96:0	98:0
80:0;0:1.0	1:4.236258158082034e-43;80:world
54:0	63:7;0:3.932869873850131e-06	1:0.9999960671301261;54:world	63:54
96:0;0:0.9999999999999999	1:5.2745904511555445e-127;96:world
25:0;0:2.786561201667342e-38	1:1.0;25:world
40:0	0:1	51:40	53:2	56:6	66:3	67:2	74:6	80:2	85:2	88:2	89:5	90:5	92:2	93:2	100:9	77:5	83:26	60:41	65:41	69:45	71:41	75:52	84:41	68:42	81:45	98:44	87:46	97:47;0:0.46380652639550274	1:0.5361934736044971;40:world	0:40	51:0	53:0	56:53	66:0	67:0	74:0	80:0	85:0	88:0	89:0	90:0	92:0	93:0	100:0	77:53	83:56	60:51	65:51	69:51	71:51	75:51	84:51	68:65	81:65	98:68	87:69	97:87
14:0	0:1	54:8	56:2	60:2	67:3	68:17	69:23	74:21	76:5	88:2	90:9	100:2	71:8	84:5	91:3;0:2.1427460075735765e-08	1:0.99999997857254;14:world	0:14	54:0	56:0	60:0	67:0	68:0	69:0	74:0	76:0	88:0	90:0	100:0	71:60	84:60	91:60
84:0;0:1.0137084493558499e-14	1:0.9999999999999898;84:world
26:0;0:1.0	1:5.174464991900584e-108;26:world
45:0;0:4.604879380867315e-129	1:1.0;45:world
69:0;0:2.783880497588685e-116	1:1.0;69:world
47:0;0:1.0	1:3.536404864922663e-29;47:world
98:0;0:0.9999999999999993	1:6.304368652030331e-16;98:world
62:0;0:1.0	1:3.816473989887247e-68;62:world
4:0	5:1	7:5	20:1	0:2	9:5	53:6	61:3	62:10	64:4	70:8	80:3	85:5	87:19	92:4	94:7	95:3	96:3;0:0.9999999997535199	1:2.464801597122256e-10;4:world	5:4	7:4	20:4	0:5	9:5	53:0	61:0	62:0	64:0	70:0	80:0	85:0	87:0	92:0	94:0	95:0	96:0
23:0	0:1	53:2	55:5	57:2	61:2	62:7	66:7	70:3	75:2	80:2	85:3	89:3	92:9	94:2	96:2	98:6	87:3;0:0.9999999999999979	1:2.1328893042410294e-15;23:world	0:23	53:0	55:0	57:0	61:0	62:0	66:0	70:53	75:0	80:0	85:0	89:0	92:0	94:0	96:0	98:0	87:75
12:0;0:0.9901012054303662	1:0.009898794569633832;12:world
60:0	84:4	90:1	91:1;0:7.106742319391063e-28	1:1.0;60:world	84:60	90:60	91:60
93:0;0:1.0	1:3.8547870064926504e-87;93:world
66:0;0:0.9354892796409983	1:0.06451072035900174;66:world
77:0;0:3.159197804466765e-139	1:1.0;77:world
6:0;0:1.0	1:9.909639279976035e-52;6:world
56:0	83:15;0:1.662975320657353e-10	1:0.9999999998337026;56:world	83:56
57:0;0:1.0	1:1.553964829116521e-18;57:world
64:0;0:1.0	1:1.6666865894475673e-51;64:world
73:0;0:0.9999462982754194	1:5.37017245805162e-05;73:world
65:0	68:1	100:3	88:5;0:6.082019884021087e-10	1:0.9999999993917981;65:world	68:65	100:65	88:68
55:0;0:0.9999999999999999	1:1.0375852967683443e-21;55:world
78:0;0:1.0	1:2.7689775304165606e-62;78:world
60:0	65:1	69:1	84:1	90:1	68:2	100:4	88:6;0:1.0426567007775201e-20	1:1.0;60:world	65:60	69:60	84:60	90:60	68:65	100:65	88:68
52:0	53:1	55:4	57:1	61:9	78:3	58:4	70:6	95:5;0:1.0	1:1.0464749121913008e-92;52:world	53:52	55:52	57:52	61:52	78:52	58:53	70:53	95:53
52:0	53:1	55:1	61:19	66:14	70:12	95:2;0:0.999999999999996	1:3.9281447372252984e-15;52:world	53:52	55:52	61:52	66:52	70:53	95:53
68:0	88:2	89:1;0:3.1660099004268014e-114	1:1.0;68:world	88:68	89:68
95:0;0:1.0	1:1.2985412441509967e-36;95:world
23:0	0:14	53:26	55:19	57:15	58:17	61:15	62:15	66:16	73:17	75:15	85:29	89:19	92:17	93:15	94:22	95:15	96:20	98:15	87:16	64:30	70:34;0:0.9999999999995606	1:4.3932716267058044e-13;23:world	0:23	53:0	55:0	57:0	58:0	61:0	62:0	66:0	73:0	75:0	85:0	89:0	92:0	93:0	94:0	95:0	96:0	98:0	87:75	64:58	70:53
49:0	0:5	54:10	60:8	65:6	67:37	69:12	71:8	74:9	88:6	94:9	97:6	99:18	100:7	68:7	84:9	91:10;0:0.0997707916020415	1:0.9002292083979584;49:world	0:49	54:0	60:0	65:0	67:0	69:0	71:0	74:0	88:0	94:0	97:0	99:0	100:65	68:65	84:60	91:71
17:0	0:11	53:15	57:12	58:19	62:31	66:19	72:20	80:12	89:14	92:19	93:13	98:12	64:28;0:1.0	1:3.08125764372555e-35;17:world	0:17	53:0	57:0	58:0	62:0	66:0	72:0	80:0	89:0	92:0	93:0	98:0	64:58
54:0	63:3;0:5.6420413993169736e-06	1:0.9999943579586006;54:world	63:54
73:0;0:1.0	1:1.1642541829039694e-18;73:world
49:0;0:1.1957689786091683e-34	1:1.0;49:world
13:0	32:3;0:5.546545642897864e-29	1:1.0;13:world	32:13
33:0	0:8	51:10	54:36	56:36	63:12	67:17	69:18	71:17	76:9	88:9	90:19	100:9	60:19	65:11	84:11	68:12	91:21	83:40;0:1.5921052227961414e-06	1:0.9999984078947772;33:world	0:33	51:0	54:0	56:0	63:0	67:0	69:0	71:0	76:0	88:0	90:0	100:0	60:51	65:51	84:51	68:65	91:71	83:56
91:0;0:3.95838151714215e-30	1:1.0;91:world
60:0	65:1	71:32	84:3	90:11	91:7	68:2	100:10	88:3;0:2.3435858578115583e-77	1:0.9999999999999999;60:world	65:60	71:60	84:60	90:60	91:60	68:65	100:65	88:68
96:0;0:1.0	1:4.1713173403995286e-58;96:world
20:0;0:1.0	1:7.80209756645245e-98;20:world
51:0	60:16	69:4	71:1	76:6	84:1	91:2;0:0.011717803245186616	1:0.9882821967548133;51:world	60:51	69:51	71:51	76:51	84:51	91:71
29:0	0:1	53:12	55:4	57:6	58:4	61:3	82:2	85:4	92:9	96:2	98:5	64:6	95:13;0:0.9999999999999906	1:9.422440059293924e-15;29:world	0:29	53:0	55:0	57:0	58:0	61:0	82:0	85:0	92:0	96:0	98:85	64:58	95:53
50:0	0:2	53:37	57:6	58:3	62:3	72:3	80:3	81:21	85:4	87:5	89:6	92:7	93:10	94:3	96:3	98:7	64:4;0:0.9998207608147913	1:0.0001792391852087251;50:world	0:50	53:0	57:0	58:0	62:0	72:0	80:0	81:0	85:0	87:0	89:0	92:0	93:0	94:0	96:0	98:0	64:58
61:0;0:1.0	1:2.9312423951390454e-209;61:world
2:0	33:6;0:3.0043519024725104e-65	1:1.0;2:world	33:2
88:0;0:2.0497816919781725e-152	1:1.0;88:world
19:0;0:1.0	1:2.1281877023406293e-19;19:world
73:0;0:1.0	1:3.2668564771456262e-40;73:world
48:0	0:1	51:4	56:9	59:9	60:4	63:2	67:2	68:4	69:5	76:4	86:2	88:2	90:14	84:5	91:5;0:2.9625353847505038e-62	1:1.0;48:world	0:48	51:0	56:0	59:0	60:0	63:0	67:0	68:0	69:0	76:0	86:0	88:0	90:0	84:51	91:60
0:0	53:4	55:1	58:11	61:1	62:1	80:4	81:3	85:5	87:5	89:1	92:1	94:1	95:1	96:1	98:2	70:15;0:0.9999999999999036	1:9.641899280532692e-14;0:world	53:0	55:0	58:0	61:0	62:0	80:0	81:0	85:0	87:0	89:0	92:0	94:0	95:0	96:0	98:0	70:53
28:0;0:0.999999999995507	1:4.492865036090549e-12;28:world
86:0;0:8.37529778732695e-15	1:0.9999999999999916;86:world
55:0;0:1.0	1:2.7378407688321885e-36;55:world
94:0;0:1.0	1:4.2053520480558104e-32;94:world
50:0	0:7	52:10	53:11	55:15	57:8	61:8	62:15	66:14	75:8	80:8	87:9	92:10	94:24	96:9	98:8	58:12	70:16	95:13	64:17;0:0.9999999456539133	1:5.43460866404947e-08;50:world	0:50	52:0	53:52	55:0	57:0	61:0	62:0	66:0	75:0	80:0	87:0	92:0	94:0	96:0	98:0	58:53	70:53	95:53	64:58
29:0;0:1.0	1:2.0175193766208473e-36;29:world
29:0	0:1	55:2	57:2	58:2	62:6	64:8	66:2	70:3	72:22	85:3	92:2	93:6	94:16	95:2	96:2	98:2;0:0.9999999999999999	1:8.208510660357396e-41;29:world	0:29	55:0	57:0	58:0	62:0	64:0	66:0	70:0	72:0	85:0	92:0	93:0	94:0	95:0	96:0	98:0
83:0;0:6.486283949294117e-37	1:0.9999999999999999;83:world
98:0;0:1.0	1:2.1891648210993687e-121;98:world
46:0	0:1	53:20	57:6	58:2	61:4	66:7	72:20	73:2	75:2	80:4	85:6	87:2	92:3	94:2	95:2	64:5	98:9	70:40;0:1.0	1:5.428517798869426e-108;46:world	0:46	53:0	57:0	58:0	61:0	66:0	72:0	73:0	75:0	80:0	85:0	87:0	92:0	94:0	95:0	64:58	98:85	70:53
56:0;0:1.8363433491370968e-172	1:0.9999999999999999;56:world
46:0	0:17	53:34	55:18	62:25	64:21	66:20	70:27	72:22	75:22	80:18	85:27	89:18	92:23	94:18	95:18	96:20	98:22	87:23;0:1.0	1:6.8650404866118415e-74;46:world	0:46	53:0	55:0	62:0	64:0	66:0	70:0	72:0	75:0	80:0	85:0	89:0	92:0	94:0	95:0	96:0	98:0	87:75
27:0	0:1	53:2	57:10	58:3	61:2	62:6	66:3	72:18	75:2	85:17	89:4	92:5	94:23	96:5	98:5	95:3;0:1.0	1:5.561923913102632e-32;27:world	0:27	53:0	57:0	58:53	61:0	62:0	66:0	72:0	75:0	85:0	89:0	92:0	94:0	96:0	98:0	95:53
69:0;0:3.4097277068172473e-22	1:1.0;69:world
4:0	20:11;0:1.0	1:8.394737638743628e-19;4:world	20:4
86:0;0:9.083712805931087e-07	1:0.9999990916287194;86:world
71:0;0:5.517295228941323e-25	1:1.0;71:world
53:0	58:1	95:7	64:17;0:1.0	1:1.7072076523229088e-171;53:world	58:53	95:53	64:58
78:0;0:0.99999999975234	1:2.4765992996274983e-10;78:world
99:0;0:3.527833069091944e-09	1:0.9999999964721669;99:world
75:0	87:2;0:1.0	1:2.272394452158597e-48;75:world	87:75
47:0;0:0.9999999999977148	1:2.285115048329955e-12;47:world
45:0	0:24	51:25	54:39	56:33	60:25	63:25	67:28	69:27	76:25	88:25	100:27	65:26	68:26	74:34	84:26	83:36;0:1.770285352942214e-48	1:1.0;45:world	0:45	51:0	54:0	56:0	60:0	63:0	67:0	69:0	76:0	88:0	100:0	65:51	68:51	74:51	84:51	83:56
13:0;0:3.5834686999881625e-84	1:1.0;13:world
22:0;0:1.0	1:6.95418570977362e-101;22:world
68:0	74:2	88:1	76:3;0:4.585719438315238e-23	1:1.0;68:world	74:68	88:68	76:74
91:0;0:5.107490999610927e-35	1:1.0;91:world
35:0	0:1	53:11	61:2	62:9	66:2	75:2	80:2	81:12	85:3	89:2	92:13	94:2	98:2	58:26	70:14	95:20	64:30;0:1.0	1:5.812701868305777e-45;35:world	0:35	53:0	61:0	62:0	66:0	75:0	80:0	81:0	85:0	89:0	92:0	94:0	98:0	58:53	70:53	95:53	64:58
27:0	0:4	52:5	53:5	55:8	58:6	61:6	66:5	75:9	85:6	87:10	92:5	93:9	95:5	96:8	98:5	57:8	78:6	80:6	64:9	70:6;0:0.9999999999999999	1:2.2735059214199664e-25;27:world	0:27	52:0	53:0	55:0	58:0	61:52	66:0	75:0	85:0	87:75	92:0	93:0	95:0	96:0	98:0	57:52	78:52	80:52	64:53	70:53
34:0	0:1	54:18	67:6	68:15	69:4	74:12	76:2	88:2	90:15;0:2.874386517150271e-45	1:0.9999999999999999;34:world	0:34	54:0	67:0	68:0	69:0	74:0	76:0	88:0	90:0
4:0	7:5;0:1.0	1:1.1514105729941412e-27;4:world	7:4
67:0;0:7.095957524919022e-53	1:1.0;67:world
97:0;0:6.850431212693885e-70	1:1.0;97:world
6:0;0:1.0	1:1.424580830914498e-67;6:world
81:0;0:1.0	1:3.7063789910539547e-162;81:world
4:0	7:8	20:1;0:0.9999999999999999	1:2.393040599768767e-22;4:world	7:4	20:4
90:0;0:2.9997472171645532e-09	1:0.9999999970002528;90:world
64:0;0:1.0	1:2.8169371022770655e-19;64:world
43:0	0:5	53:6	58:7	62:23	66:6	75:7	85:7	92:16	93:8	94:8	96:6	98:6	95:10	87:8;0:1.0	1:2.4515273848105777e-29;43:world	0:43	53:0	58:0	62:0	66:0	75:0	85:0	92:0	93:0	94:0	96:0	98:0	95:53	87:75
35:0	0:10	52:11	53:11	55:11	57:11	58:13	61:11	66:15	70:11	73:23	75:18	80:11	81:11	85:11	89:11	92:12	96:11	98:11	78:14	95:13	64:15	87:19;0:0.9999999999999934	1:6.539280958156284e-15;35:world	0:35	52:0	53:0	55:0	57:0	58:0	61:0	66:0	70:0	73:0	75:0	80:0	81:0	85:0	89:0	92:0	96:0	98:0	78:52	95:53	64:58	87:75
22:0	0:1	52:7	55:11	57:3	61:2	65:3	75:2	80:2	81:2	85:3	92:13	93:4	94:2	95:2	96:3	98:3	87:3	78:27;0:1.0	1:1.0061862940977694e-50;22:world	0:22	52:0	55:0	57:0	61:0	65:0	75:0	80:0	81:0	85:0	92:0	93:0	94:0	95:0	96:0	98:0	87:75	78:52
0:0	53:1	55:3	57:3	58:1	61:1	64:3	66:3	72:1	75:1	79:1	81:4	89:1	92:16	93:6	94:2	96:1	98:3	95:2	87:2;0:0.9999999999999999	1:1.0025215625335405e-18;0:world	53:0	55:0	57:0	58:0	61:0	64:58	66:0	72:0	75:0	79:0	81:0	89:0	92:0	93:0	94:0	96:0	98:0	95:53	87:75
76:0;0:1.1576200318552519e-84	1:1.0;76:world
36:0;0:6.492819946851539e-33	1:1.0;36:world
19:0	37:7	0:8	52:20	53:11	55:11	58:24	61:12	66:12	70:12	75:9	80:9	85:11	87:10	89:9	92:9	93:10	94:10	95:9	96:16	98:9	57:23	78:22	64:35;0:0.9999973390515607	1:2.6609484392623946e-06;19:world	37:19	0:37	52:0	53:0	55:0	58:0	61:0	66:0	70:0	75:0	80:0	85:0	87:0	89:0	92:0	93:0	94:0	95:0	96:0	98:0	57:52	78:52	64:58
33:0;0:1.0456462467316995e-06	1:0.9999989543537533;33:world
69:0	87:1;0:0.9654306339000006	1:0.03456936609999945;69:world	87:69
33:0;0:3.512080243100141e-111	1:0.9999999999999999;33:world
